,snmae,dnmae,z,sname,dname,z
1441,Discovery ,Fruitvale ,-0.722013727,Discovery ,Fruitvale ,0.602875786
1442,Columbia ,Fruitvale ,-2.279273493,Columbia ,Fruitvale ,0.940494611
1443,Endeavour ,Fruitvale ,-0.030478792,Endeavour ,Fruitvale ,-0.875869683
4486,Robert C. Fisler ,Fullerton ,-2.151646743,Robert C. Fisler ,Fullerton ,0.117880308
4487,Acacia ,Fullerton ,-1.69309419,Acacia ,Fullerton ,-0.476318194
4488,Beechwood ,Fullerton ,-1.080585515,Beechwood ,Fullerton ,1.965471754
4489,Commonwealth ,Fullerton ,-1.35775934,Commonwealth ,Fullerton ,0.334932137
4490,Fern Drive ,Fullerton ,0.8791251,Fern Drive ,Fullerton ,0.667449456
4491,Golden Hill ,Fullerton ,-0.471772289,Golden Hill ,Fullerton ,0.749482987
4492,Hermosa Drive ,Fullerton ,3.180156538,Hermosa Drive ,Fullerton ,4.027548468
4494,Laguna Road ,Fullerton ,-3.118285631,Laguna Road ,Fullerton ,-0.434089833
4496,Orangethorpe ,Fullerton ,-0.913524441,Orangethorpe ,Fullerton ,-0.332433835
4497,Pacific Drive ,Fullerton ,-0.546206129,Pacific Drive ,Fullerton ,0.614510019
4498,Raymond ,Fullerton ,0.207475186,Raymond ,Fullerton ,0.676638511
4499,Richman ,Fullerton ,-1.687306385,Richman ,Fullerton ,-0.931456904
4500,Rolling Hills ,Fullerton ,2.515297149,Rolling Hills ,Fullerton ,1.862449864
4501,Sunset Lane ,Fullerton ,-1.041053337,Sunset Lane ,Fullerton ,-0.539209471
4502,Valencia Park ,Fullerton ,-2.69330739,Valencia Park ,Fullerton ,-0.976262347
4503,Woodcrest ,Fullerton ,0.51182152,Woodcrest ,Fullerton ,-0.386166127
4505,Maple ,Fullerton ,-0.736807193,Maple ,Fullerton ,-2.48181603
5619,Lake Canyon ,Galt Joint Union ,-2.05327423,Lake Canyon ,Galt Joint Union ,0.28339536
5620,Vernon E. Greer ,Galt Joint Union ,-0.492467806,Vernon E. Greer ,Galt Joint Union ,0.153379303
5621,Valley Oaks ,Galt Joint Union ,0.32554964,Valley Oaks ,Galt Joint Union ,-0.160366277
5622,River Oaks ,Galt Joint Union ,0.038339983,River Oaks ,Galt Joint Union ,2.94198308
5623,Marengo Ranch ,Galt Joint Union ,0.570712723,Marengo Ranch ,Galt Joint Union ,1.814474557
4522,A. J. Cook ,Garden Grove Unified,-2.571415675,A. J. Cook ,Garden Grove Unified,0.343749074
4523,Agnes Ware Stanley ,Garden Grove Unified,-0.290142318,Agnes Ware Stanley ,Garden Grove Unified,-0.241171958
4525,Brookhurst ,Garden Grove Unified,0.23944267,Brookhurst ,Garden Grove Unified,0.72456297
4526,Bryant ,Garden Grove Unified,-1.496118643,Bryant ,Garden Grove Unified,0.323286606
4527,C. C. Violette ,Garden Grove Unified,-0.888061907,C. C. Violette ,Garden Grove Unified,-1.271015864
4528,Clinton-Mendenhall ,Garden Grove Unified,-3.320811095,Clinton ,Garden Grove Unified,0.70103467
4530,Dwight D. Eisenhower ,Garden Grove Unified,-3.1015918,Dwight D. Eisenhower ,Garden Grove Unified,0.183575161
4531,Earl Warren ,Garden Grove Unified,-2.051611905,Earl Warren ,Garden Grove Unified,-0.659714638
4532,Edward Russell ,Garden Grove Unified,-1.339132744,,,
4533,Ernest O. Lawrence ,Garden Grove Unified,-3.336645102,Ernest O. Lawrence ,Garden Grove Unified,-0.32697324
4535,Ethel M. Evans ,Garden Grove Unified,-1.80185985,Ethel M. Evans ,Garden Grove Unified,0.246204614
4536,Excelsior ,Garden Grove Unified,-3.536417942,Excelsior ,Garden Grove Unified,-0.949274166
4537,Faylane ,Garden Grove Unified,-2.113398312,Faylane ,Garden Grove Unified,0.234029532
4538,Garden Park ,Garden Grove Unified,-1.404960136,Garden Park ,Garden Grove Unified,-0.78202571
4539,Genevieve M. Crosby ,Garden Grove Unified,-3.134391633,Genevieve M. Crosby ,Garden Grove Unified,-0.229909294
4540,Patton ,Garden Grove Unified,-6.871518474,Patton ,Garden Grove Unified,-5.114681003
4541,Gilbert ,Garden Grove Unified,-1.03015023,Gilbert ,Garden Grove Unified,1.864313349
4542,Heritage ,Garden Grove Unified,-2.207162699,,,
4546,James Monroe ,Garden Grove Unified,1.398413492,,,
4547,Enders ,Garden Grove Unified,-2.410157151,Enders ,Garden Grove Unified,-0.894994435
4548,John Marshall ,Garden Grove Unified,-1.554072241,John Marshall ,Garden Grove Unified,1.185957145
4549,John Murdy ,Garden Grove Unified,-4.751303093,John Murdy ,Garden Grove Unified,-1.107093049
4551,Leo Carrillo ,Garden Grove Unified,-1.005368697,Leo Carrillo ,Garden Grove Unified,0.438257609
4553,Linton T. Simmons ,Garden Grove Unified,-2.563452329,,,
4554,Louis G. Zeyen ,Garden Grove Unified,-1.756665398,Louis G. Zeyen ,Garden Grove Unified,-0.443875191
4555,Loyal Barker ,Garden Grove Unified,-2.742641655,Loyal Barker ,Garden Grove Unified,-1.741850772
4556,Mabel Carver ,Garden Grove Unified,-1.568042874,,,
4559,Merton E. Hill ,Garden Grove Unified,-3.723299581,Merton E. Hill ,Garden Grove Unified,-2.448895798
4560,Mitchell ,Garden Grove Unified,-1.594990036,Mitchell ,Garden Grove Unified,1.261092703
4561,Morningside ,Garden Grove Unified,-1.839388315,Morningside ,Garden Grove Unified,0.472288627
4562,Newhope ,Garden Grove Unified,-2.247876708,Newhope ,Garden Grove Unified,-0.68686573
4563,Ocia A. Peters ,Garden Grove Unified,0.260015566,Ocia A. Peters ,Garden Grove Unified,6.856800254
4564,Parkview ,Garden Grove Unified,-0.835269657,Parkview ,Garden Grove Unified,-0.783728877
4565,Post ,Garden Grove Unified,-3.492315724,Post ,Garden Grove Unified,0.556653985
4566,R. F. Hazard ,Garden Grove Unified,-1.5644754,,,
4567,Riverdale ,Garden Grove Unified,-1.292149823,Riverdale ,Garden Grove Unified,0.931805966
4568,Rosita ,Garden Grove Unified,-1.340122975,Rosita ,Garden Grove Unified,0.550305874
4571,Stanford ,Garden Grove Unified,0.717931461,Stanford ,Garden Grove Unified,-0.07004156
4573,Sunnyside ,Garden Grove Unified,-3.905629866,Sunnyside ,Garden Grove Unified,1.462074901
4574,Susan B. Anthony ,Garden Grove Unified,-2.530469579,Susan B. Anthony ,Garden Grove Unified,-1.119044883
4575,Thomas Paine ,Garden Grove Unified,-2.529982995,Thomas Paine ,Garden Grove Unified,1.894306325
4576,Wakeham ,Garden Grove Unified,-0.023104503,,,
4577,Woodbury ,Garden Grove Unified,-1.217099392,,,
4578,Mamie L. Northcutt ,Garden Grove Unified,-0.364224333,Mamie L. Northcutt ,Garden Grove Unified,1.620845585
2035,Dewey Avenue ,Garvey ,-0.056060257,Dewey Avenue ,Garvey ,-3.686693739
2036,Rice (Eldridge) ,Garvey ,1.654908432,Rice (Eldridge) ,Garvey ,-2.259848845
2037,Sanchez (George I.) ,Garvey ,1.887637001,Sanchez (George I.) ,Garvey ,1.538348173
2038,Willard (Frances E.) ,Garvey ,0.049316234,Willard (Frances E.) ,Garvey ,-1.388759567
2039,Hillcrest ,Garvey ,1.128484521,Hillcrest ,Garvey ,0.519331718
2040,Monterey Vista ,Garvey ,-2.48738875,Monterey Vista ,Garvey ,-0.687054328
2041,Emerson (Ralph Waldo) ,Garvey ,2.531744915,Emerson (Ralph Waldo) ,Garvey ,-0.087712235
2044,Bitely (Arlene) ,Garvey ,-1.379144339,Bitely (Arlene) ,Garvey ,-0.949368453
8345,Shasta Lake,Gateway Unified,-0.778744257,Shasta Lake,Gateway Unified,-0.744472081
8346,Rocky Point Charter,Gateway Unified,-0.484288709,Rocky Point Charter,Gateway Unified,-1.993282519
8347,Redding School of the Arts II,Gateway Unified,0.121494466,Redding School of the Arts II,Gateway Unified,0.239309027
8349,Academy of Personalized Learning,Gateway Unified,-0.798185968,,,
8351,Buckeye School of the Arts,Gateway Unified,-1.253956654,Buckeye School of the Arts,Gateway Unified,-1.481360298
8352,Grand Oaks ,Gateway Unified,-0.52183002,,,
8353,North Woods Discovery,Gateway Unified,-0.606875554,North Woods Discovery,Gateway Unified,-0.516253498
1445,General Shafter ,General Shafter ,-3.060007331,General Shafter ,General Shafter ,-1.731221127
8917,Gerber ,Gerber Union ,0.269131378,Gerber ,Gerber Union ,-1.713102411
7986,Gilroy Prep,Gilroy Unified,-4.417502353,Gilroy Prep School (Navigators School),Gilroy Unified,0.213364118
7988,Luigi Aprea ,Gilroy Unified,1.774306996,Luigi Aprea ,Gilroy Unified,3.383279425
7989,El Roble ,Gilroy Unified,0.280223231,El Roble ,Gilroy Unified,1.176136061
7991,Glen View ,Gilroy Unified,-0.176118663,Glen View ,Gilroy Unified,0.598899555
7992,Las Animas ,Gilroy Unified,-0.023836321,Las Animas ,Gilroy Unified,-1.161723006
7993,Rucker ,Gilroy Unified,4.900355524,Rucker ,Gilroy Unified,2.83351424
7995,Rod Kelley ,Gilroy Unified,-1.54450033,Rod Kelley ,Gilroy Unified,-1.594442167
7997,Antonio Del Buono ,Gilroy Unified,0.779097095,Antonio Del Buono ,Gilroy Unified,-0.683947558
2050,Balboa ,Glendale Unified,-1.98054612,Balboa ,Glendale Unified,-2.422566351
2051,Cerritos ,Glendale Unified,-2.014049519,Cerritos ,Glendale Unified,-0.496546554
2052,Columbus ,Glendale Unified,-3.774102941,Columbus ,Glendale Unified,-2.847376923
2053,Dunsmore ,Glendale Unified,-0.938488198,Dunsmore ,Glendale Unified,0.315031651
2054,Thomas Edison ,Glendale Unified,-0.368241678,Thomas Edison ,Glendale Unified,0.190527958
2055,Benjamin Franklin ,Glendale Unified,2.094163986,Benjamin Franklin ,Glendale Unified,-0.03167738
2056,John C. Fremont ,Glendale Unified,-0.463579927,John C. Fremont ,Glendale Unified,0.154153592
2057,Glenoaks ,Glendale Unified,-1.328168927,Glenoaks ,Glendale Unified,-0.832420867
2058,Thomas Jefferson ,Glendale Unified,-2.161534475,Thomas Jefferson ,Glendale Unified,0.556885842
2059,Mark Keppel ,Glendale Unified,-1.622385269,Mark Keppel ,Glendale Unified,0.421823809
2060,La Crescenta ,Glendale Unified,-1.596100338,La Crescenta ,Glendale Unified,0.010310167
2061,Abraham Lincoln ,Glendale Unified,-1.039507765,Abraham Lincoln ,Glendale Unified,0.167732712
2062,Horace Mann ,Glendale Unified,-2.657491287,Horace Mann ,Glendale Unified,-2.344858523
2063,John Marshall ,Glendale Unified,-0.187001622,John Marshall ,Glendale Unified,-1.847728528
2064,Monte Vista ,Glendale Unified,-2.048254186,Monte Vista ,Glendale Unified,-1.666088707
2065,Mountain Avenue ,Glendale Unified,-0.501065044,Mountain Avenue ,Glendale Unified,2.031192532
2066,John Muir ,Glendale Unified,-0.826588617,John Muir ,Glendale Unified,-2.624741312
2067,Valley View ,Glendale Unified,-0.430321193,Valley View ,Glendale Unified,1.64253963
2068,Verdugo Woodlands ,Glendale Unified,-1.881761576,Verdugo Woodlands ,Glendale Unified,1.027581645
2069,R. D. White ,Glendale Unified,-2.339280855,R. D. White ,Glendale Unified,-1.42161681
2076,Cullen ,Glendora Unified,-1.719383238,Cullen ,Glendora Unified,-0.069402699
2077,La Fetra ,Glendora Unified,-0.082068579,La Fetra ,Glendora Unified,2.195718769
2078,Sellers ,Glendora Unified,0.06110858,Sellers ,Glendora Unified,1.310475744
2079,Stanton ,Glendora Unified,-0.477859696,Stanton ,Glendora Unified,1.580617216
2080,Sutherland ,Glendora Unified,-0.349280516,Sutherland ,Glendora Unified,0.677757667
747,Gold Oak ,Gold Oak Union ,-0.569246755,Gold Oak ,Gold Oak Union ,-0.714782219
751,Sutters Mill,Gold Trail Union ,-1.212765626,Sutters Mill,Gold Trail Union ,0.218320499
3850,Webster ,Golden Valley Unified,-1.362456757,Webster ,Golden Valley Unified,0.419737363
3851,Sierra View ,Golden Valley Unified,-0.424750661,Sierra View ,Golden Valley Unified,-2.181249583
7731,El Camino ,Goleta Union ,0.862030761,El Camino ,Goleta Union ,0.537360374
7732,Ellwood ,Goleta Union ,0.160419255,Ellwood ,Goleta Union ,1.634588602
7733,Foothill ,Goleta Union ,0.177687838,Foothill ,Goleta Union ,1.031091917
7734,Hollister ,Goleta Union ,0.953422251,Hollister ,Goleta Union ,2.341798014
7735,Isla Vista ,Goleta Union ,3.22032594,Isla Vista ,Goleta Union ,4.949724205
7736,Kellogg ,Goleta Union ,1.398268335,Kellogg ,Goleta Union ,3.947513498
7737,La Patera ,Goleta Union ,2.162554436,La Patera ,Goleta Union ,1.044597366
7738,Mountain View ,Goleta Union ,-0.270783991,,,
7739,Brandon ,Goleta Union ,1.796305566,Brandon ,Goleta Union ,1.697235212
4251,La Gloria ,Gonzales Unified,1.206917026,La Gloria ,Gonzales Unified,-1.51203242
2085,Gorman ,Gorman ,-0.990532417,Gorman ,Gorman ,-1.729429632
8304,Grant ,Grant ,0.569417813,Grant ,Grant ,0.51260188
4312,Margaret G. Scotten ,Grass Valley ,0.259063248,Margaret G. Scotten ,Grass Valley ,0.565893755
4313,Grass Valley Charter,Grass Valley ,-1.581027482,Grass Valley Charter,Grass Valley ,-1.5839077
8568,Gravenstein ,Gravenstein Union ,0.181719389,Gravenstein ,Gravenstein Union ,2.95887243
1447,Valle Verde ,Greenfield Union,1.296324424,Valle Verde ,Greenfield Union,0.001315594
1449,Horizon ,Greenfield Union,-1.098471335,Horizon ,Greenfield Union,-1.032927782
1450,Granite Pointe ,Greenfield Union,0.010932628,Granite Pointe ,Greenfield Union,-1.268142763
1453,Plantation ,Greenfield Union,-0.682947297,Plantation ,Greenfield Union,-1.255413052
1454,Planz ,Greenfield Union,-0.241095852,Planz ,Greenfield Union,-2.564962033
1455,W. A. Kendrick ,Greenfield Union,-1.219111328,W. A. Kendrick ,Greenfield Union,0.933745097
1456,Raffaello Palla ,Greenfield Union,-1.777107007,Raffaello Palla ,Greenfield Union,-2.454428149
8371,Grenada ,Grenada ,-1.520864295,Grenada ,Grenada ,-0.442323105
443,Wilson ,Gridley Unified,-3.857356101,Wilson ,Gridley Unified,-0.598951768
8571,Guerneville ,Guerneville ,-1.111205927,Guerneville ,Guerneville ,0.356469918
4087,Gustine ,Gustine Unified,0.948436906,Gustine ,Gustine Unified,-0.946466772
3681,Cedarlane Academy,Hacienda la Puente Unified,-0.616155143,Cedarlane Academy,Hacienda la Puente Unified,0.976153816
3687,Baldwin Academy,Hacienda la Puente Unified,-1.312210921,Baldwin Academy,Hacienda la Puente Unified,0.183929863
3688,Bixby ,Hacienda la Puente Unified,-0.722324321,,,
3691,Fairgrove Academy,Hacienda la Puente Unified,-1.08296388,Fairgrove Academy,Hacienda la Puente Unified,0.087520149
3692,Grazide ,Hacienda la Puente Unified,-1.70579631,Grazide ,Hacienda la Puente Unified,1.834266394
3693,Kwis ,Hacienda la Puente Unified,-1.277789662,,,
3694,Lassalette,Hacienda la Puente Unified,-0.861854684,,,
3695,Los Altos ,Hacienda la Puente Unified,-0.984166546,Los Altos ,Hacienda la Puente Unified,-1.438079752
3696,Los Molinos ,Hacienda la Puente Unified,-5.208472381,Los Molinos ,Hacienda la Puente Unified,-1.168231692
3697,Los Robles Academy,Hacienda la Puente Unified,-2.368827927,Los Robles Academy,Hacienda la Puente Unified,1.84211244
3698,Mesa Robles,Hacienda la Puente Unified,,Mesa Robles,Hacienda la Puente Unified,1.664625423
3702,Palm ,Hacienda la Puente Unified,-0.801150403,,,
3709,Grandview,,-0.691546062,Grandview,,
3711,Wedgeworth ,Hacienda la Puente Unified,-1.68072657,Wedgeworth ,Hacienda la Puente Unified,-0.929610963
3712,Valinda School of Academics,Hacienda la Puente Unified,0.358950799,Valinda School of Academics,Hacienda la Puente Unified,-1.703135817
1146,Hamilton ,Hamilton Unified,-0.393914155,,,
1627,Hamilton ,Hanford ,0.293543829,Hamilton ,Hanford ,0.623817239
1628,Lee Richmond ,Hanford ,2.844643415,Lee Richmond ,Hanford ,-1.444421708
1630,Monroe ,Hanford ,-0.059365691,Monroe ,Hanford ,0.098752911
1633,George Washington ,Hanford ,-2.346611079,George Washington ,Hanford ,-0.514922797
1635,Martin Luther King Jr. ,Hanford ,-0.997317493,Martin Luther King Jr. ,Hanford ,-2.005177807
1636,Joseph M. Simas,Hanford ,1.126801088,Joseph M. Simas,Hanford ,-1.662050757
8307,Happy Valley Primary,Happy Valley Union ,-1.580031766,Happy Valley Primary,Happy Valley Union ,0.440755003
8573,Salmon Creek School - A Charter,Harmony Union ,0.050688931,Salmon Creek School - A Charter,Harmony Union ,-0.734352528
8714,Hart-Ransom ,Hart-Ransom Union ,-1.420642187,Hart-Ransom ,Hart-Ransom Union ,-0.475406564
8715,Hart-Ransom Academic Charter,Hart-Ransom Union ,-1.119783994,Hart-Ransom Academic Charter,Hart-Ransom Union ,-0.366441177
2088,Eucalyptus,Hawthorne,-1.996092179,Eucalyptus,Hawthorne,-2.909244163
2090,Jefferson,Hawthorne,-1.112684366,Jefferson,Hawthorne,-2.977982144
2091,Ramona,Hawthorne,-2.066941214,Ramona,Hawthorne,-0.708413389
2092,Washington,Hawthorne,-2.707679645,Washington,Hawthorne,-2.025269704
2093,York,Hawthorne,-0.521543646,York,Hawthorne,-0.287258042
2095,Zela Davis,Hawthorne,0.224945688,,,
2097,Kornblum,Hawthorne,-1.204421605,Kornblum,Hawthorne,-0.465268941
110,Stonebrae ,Hayward Unified,2.968866415,Stonebrae ,Hayward Unified,0.743706365
112,Golden Oak Montessori of Hayward,Hayward Unified,0.269462801,Golden Oak Montessori of Hayward,Hayward Unified,-2.189292582
116,Bowman ,Hayward Unified,-2.939646076,Bowman ,Hayward Unified,-2.345154236
117,Burbank ,Hayward Unified,-2.200460312,Burbank ,Hayward Unified,-0.317553306
118,Cherryland ,Hayward Unified,-2.365922363,Cherryland ,Hayward Unified,-0.998681013
119,East Avenue ,Hayward Unified,1.277115646,East Avenue ,Hayward Unified,0.626879104
120,Eldridge ,Hayward Unified,-1.189969589,Eldridge ,Hayward Unified,-2.241853852
121,Fairview ,Hayward Unified,1.403833009,Fairview ,Hayward Unified,-4.752053115
122,Glassbrook ,Hayward Unified,-0.841999951,Glassbrook ,Hayward Unified,-0.382320011
123,Harder ,Hayward Unified,-3.300318885,Harder ,Hayward Unified,-1.452276548
124,Longwood ,Hayward Unified,-0.974660346,Longwood ,Hayward Unified,-1.717476563
125,Lorin A. Eden ,Hayward Unified,-0.331259161,Lorin A. Eden ,Hayward Unified,-0.103086233
126,Palma Ceia ,Hayward Unified,-3.252556124,Palma Ceia ,Hayward Unified,-1.818066833
127,Park ,Hayward Unified,-0.416464002,Park ,Hayward Unified,-3.292008296
128,Ruus ,Hayward Unified,-1.026508699,Ruus ,Hayward Unified,-3.105214083
129,Schafer Park ,Hayward Unified,-2.084951281,Schafer Park ,Hayward Unified,-4.392331111
130,Southgate ,Hayward Unified,-0.53076374,Southgate ,Hayward Unified,-0.670105874
131,Treeview ,Hayward Unified,-0.002680583,Treeview ,Hayward Unified,-0.036960798
136,Strobridge Elementary,Hayward Unified,-3.353375893,Strobridge ,Hayward Unified,-2.146182646
138,Eden Gardens ,Hayward Unified,0.116268993,Eden Gardens ,Hayward Unified,-1.428314806
139,Tyrrell ,Hayward Unified,-0.570429629,Tyrrell ,Hayward Unified,-5.618111879
140,Faith Ringgold School of Arts and Scienc,Hayward Unified,-0.575036786,Faith Ringgold School of Arts and Science,Hayward Unified,-3.024186757
8665,Healdsburg Charter,Healdsburg Unified,-2.622186224,Healdsburg Charter,Healdsburg Unified,-1.207508557
8667,Healdsburg ,Healdsburg Unified,-0.73704636,Healdsburg ,Healdsburg Unified,0.465703961
6092,Helendale ,Helendale ,0.01057054,Helendale ,Helendale ,1.202726049
5182,McSweeny ,Hemet Unified,0.640917033,McSweeny ,Hemet Unified,-0.194719611
5183,Harmony ,Hemet Unified,-1.216492425,Harmony ,Hemet Unified,0.07661989
5184,Cawston ,Hemet Unified,-1.600604382,Cawston ,Hemet Unified,0.620224816
5187,Hamilton ,Hemet Unified,3.287495088,Hamilton ,Hemet Unified,-1.919576761
5188,Family Tree Learning Center,Hemet Unified,-0.57544842,Family Tree Learning Center,Hemet Unified,-2.037027775
5197,Cottonwood ,Hemet Unified,-0.069041789,Cottonwood ,Hemet Unified,0.183156269
5198,Idyllwild,Hemet Unified,-0.849479453,Idyllwild,Hemet Unified,-1.440702637
5199,Little Lake ,Hemet Unified,-0.028203902,Little Lake ,Hemet Unified,-1.570385133
5200,Ramona ,Hemet Unified,1.160726341,Ramona ,Hemet Unified,-0.453494445
5201,Whittier ,Hemet Unified,-0.265579839,Whittier ,Hemet Unified,-2.220267608
5202,Winchester ,Hemet Unified,-0.496321244,Winchester ,Hemet Unified,-1.826919897
5204,Valle Vista ,Hemet Unified,1.345422823,Valle Vista ,Hemet Unified,2.255907722
5205,Fruitvale ,Hemet Unified,-0.751133277,Fruitvale ,Hemet Unified,-0.905911355
5206,Bautista Creek ,Hemet Unified,-4.049525516,Bautista Creek ,Hemet Unified,-0.20932952
6359,Cypress School of the Arts,Hesperia Unified,-1.69282176,Cypress School of the Arts,Hesperia Unified,0.116110044
6360,Pathways to College,Hesperia Unified,-1.483115741,Pathways to College,Hesperia Unified,-2.782916813
6361,Mission Crest ,Hesperia Unified,,Mission Crest ,Hesperia Unified,-1.150577024
6365,LaVerne  Preparatory Academy,Hesperia Unified,-3.016405473,LaVerne  Preparatory Academy,Hesperia Unified,-4.258793595
6366,Krystal School of Science,,-2.717276917,Krystal School of Science,,
6371,Joshua Circle ,Hesperia Unified,-1.074566605,Joshua Circle ,Hesperia Unified,-0.579739791
6372,Juniper ,Hesperia Unified,-2.233300698,Juniper ,Hesperia Unified,-1.793124335
6373,Eucalyptus ,Hesperia Unified,-0.49028483,Eucalyptus ,Hesperia Unified,-0.434600127
6375,Mesa Grande ,Hesperia Unified,1.650379392,Mesa Grande ,Hesperia Unified,-0.03754736
6376,Kingston ,Hesperia Unified,-2.450966245,Kingston ,Hesperia Unified,-2.246891676
6377,Maple ,Hesperia Unified,-1.646132773,Maple ,Hesperia Unified,-1.837198776
6378,Cottonwood ,Hesperia Unified,-1.186023184,Cottonwood ,Hesperia Unified,-0.15463465
6379,Lime Street ,Hesperia Unified,-0.427718249,Lime Street ,Hesperia Unified,-2.476488985
6380,Hollyvale ,Hesperia Unified,0.462495057,Hollyvale ,Hesperia Unified,-1.94037869
6381,Carmel ,Hesperia Unified,-1.488720319,Carmel ,Hesperia Unified,-1.304885336
6383,Topaz Preparatory Academy,Hesperia Unified,-0.841793111,Topaz Preparatory Academy,Hesperia Unified,-1.186786815
6384,Mesquite Trails ,Hesperia Unified,-2.060116827,Mesquite Trails ,Hesperia Unified,-2.615141869
8717,Hickman ,Hickman Community Charter,0.1709522,Hickman ,Hickman Community Charter,1.01451041
8718,Hickman Charter,Hickman Community Charter,-0.907449439,,,
4016,Elim ,Hilmar Unified,1.028457298,Elim ,Hilmar Unified,0.515104084
5874,Hollister Dual Language Academy,Hollister,0.314369407,Hollister Dual Language Academy,Hollister,-0.568375967
5876,Ladd Lane ,Hollister,1.072336995,Ladd Lane ,Hollister,0.354929688
5878,Sunnyslope ,Hollister,-0.608892634,Sunnyslope ,Hollister,-0.926064281
5880,Calaveras ,Hollister,-0.302042467,Calaveras ,Hollister,-2.031654339
5881,Cerra Vista ,Hollister,0.614225663,Cerra Vista ,Hollister,-0.988867588
5883,Gabilan Hills,Hollister,-1.27759361,Gabilan Hills,Hollister,-0.560461782
7744,Hope ,Hope ,4.341644624,Hope ,Hope ,5.393784973
7745,Monte Vista ,Hope ,1.92297804,Monte Vista ,Hope ,3.968052987
7746,Vieja Valley ,Hope ,2.233897362,Vieja Valley ,Hope ,5.21833456
9002,Hope ,Hope ,-1.814989844,Hope ,Hope ,-0.988722701
4258,Howell Mountain ,Howell Mountain ,2.664025165,Howell Mountain ,Howell Mountain ,1.717774819
9212,Fred L. Williams ,Hueneme ,2.826028926,Fred L. Williams ,Hueneme ,-0.854168669
9213,Hollywood Beach ,Hueneme ,-0.051520259,Hollywood Beach ,Hueneme ,1.212988139
9214,Hueneme ,Hueneme ,2.71642244,Hueneme ,Hueneme ,1.885773581
9217,Richard Bard ,Hueneme ,0.209654619,Richard Bard ,Hueneme ,0.111022797
2103,Hughes-Elizabeth Lakes,Hughes-Elizabeth Lakes Union E,-2.004722949,Hughes-Elizabeth Lakes,Hughes-Elizabeth Lakes Union ,-0.307159756
8812,Fox Road ,Hughson Unified,0.539022077,Fox Road ,Hughson Unified,0.112015405
8815,Hughson ,Hughson Unified,0.072285691,Hughson ,Hughson Unified,-1.298077107
1150,Glen Paul,Humboldt County Office of Educ,-2.671651112,,,
4580,Agnes L. Smith ,Huntington Beach City Elementa,0.038837022,Agnes L. Smith ,Huntington Beach City ,0.361494782
4582,John H. Eader ,Huntington Beach City Elementa,-1.147793241,John H. Eader ,Huntington Beach City ,0.092003443
4583,John R. Peterson ,Huntington Beach City Elementa,-1.055441889,John R. Peterson ,Huntington Beach City ,2.826291
4584,Joseph R. Perry ,Huntington Beach City Elementa,-0.355519683,Joseph R. Perry ,Huntington Beach City ,-0.150945522
4586,Ralph E. Hawes ,Huntington Beach City Elementa,-0.996880609,Ralph E. Hawes ,Huntington Beach City ,-2.587306468
4587,S. A. Moffett ,Huntington Beach City Elementa,-0.94140048,S. A. Moffett ,Huntington Beach City ,0.506434822
1180,Hydesville ,Hydesville ,-1.542155852,Hydesville ,Hydesville ,-0.639922252
1239,Imperial County Special Education,Imperial County Office of Educ,-1.789288905,,,
1291,Ben Hulse ,Imperial Unified,-1.541666778,Ben Hulse ,Imperial Unified,-1.471271592
1293,T. L. Waggoner ,Imperial Unified,-0.132115689,T. L. Waggoner ,Imperial Unified,-0.150610219
2105,Wilder's Preparatory Academy Charter,Inglewood Unified,-4.333591867,Wilder's Preparatory Academy Charter,Inglewood Unified,-1.953518464
2115,Bennett/Kew ,Inglewood Unified,-2.055628549,,,
2119,Highland ,Inglewood Unified,-1.167116759,Highland ,Inglewood Unified,-3.319777737
2120,Kelso (William H.) ,Inglewood Unified,-1.976860344,Kelso (William H.) ,Inglewood Unified,-3.265817497
2121,La Tijera,Inglewood Unified,-3.73268399,La Tijera K-8 Academy of Excellence,Inglewood Unified,-3.965736971
2123,Oak Street ,Inglewood Unified,-1.745406951,Oak Street ,Inglewood Unified,-4.431082236
2124,Parent (Frank D.) ,Inglewood Unified,-0.844104736,Parent (Frank D.) ,Inglewood Unified,-8.633988939
4879,University Park ,Irvine Unified,-0.126332355,University Park ,Irvine Unified,-1.378890751
4880,Turtle Rock ,Irvine Unified,-2.020565933,Turtle Rock ,Irvine Unified,1.044684592
4882,Woodbury ,Irvine Unified,0.275996061,Woodbury ,Irvine Unified,0.285885238
4883,Culverdale ,Irvine Unified,0.884066035,Culverdale ,Irvine Unified,-0.667222512
4884,College Park ,Irvine Unified,0.469990297,College Park ,Irvine Unified,1.924497312
4885,Greentree ,Irvine Unified,-0.822021184,Greentree ,Irvine Unified,0.27448107
4886,Vista Verde,Irvine Unified,1.128779852,Vista Verde,Irvine Unified,2.578447663
4888,Deerfield ,Irvine Unified,0.615394039,Deerfield ,Irvine Unified,3.800146347
4889,Stonegate ,Irvine Unified,-1.496495288,Stonegate ,Irvine Unified,-1.390047281
4890,Stone Creek ,Irvine Unified,-0.496239296,Stone Creek ,Irvine Unified,2.083079759
4892,Santiago Hills ,Irvine Unified,-1.128891613,Santiago Hills ,Irvine Unified,1.238906785
4893,Eastshore ,Irvine Unified,0.688449946,Eastshore ,Irvine Unified,2.31522265
4894,Alderwood ,Irvine Unified,1.221256818,Alderwood ,Irvine Unified,1.566806346
4895,Northwood ,Irvine Unified,1.811724194,Northwood ,Irvine Unified,2.731448687
